Entity,languages,Affiliation,English,Spanish,EN_sentiment,ES_sentiment,sentimentDiff_EN-ES,sentimentDiff_ES-EN
DONALD TRUMP,en,R,"Thank you very much, Chris.  I will tell you very simply, we won the election.  Elections have consequences.  We have the Senate.  We have the White House, and we have a phenomenal nominee, respected by all.  Top, top academic, uh, good in every way.  Good in every way.  In fact, uh, some of her biggest endorsers are very liberal people from Notre Dame and other places.  So I think she's going to be fantastic.  We have plenty of time, uh, even if we did it after the election itself.  I have a lot of time after the election, as you know.  So I think that, uh, she will be outstanding.  She's going to be a, as good as anybody that has served on that Court.  We really feel that.  Uh, we have a professor at Notre Dame, highly respected by all, says she's the single greatest student he's ever had.  He's been a professor for a long time at a great school, and, uh, we just, uh, we won the election, and therefore we have the right to choose her, and very few people knowingly would say otherwise.  And, by the way, the Democrats, they wouldn't even think about not doing it.  If they had, the only difference is they'd try and do it faster.  There's no way they would give it up.  They had Merrick Garland, but the problem is, they didn't have the election, so they were stopped, and probably that would happen in reverse also.  Definitely would happen in reverse.  So we won the election, and we have the right to do it, Chris.","Muchas gracias, Chris. Le diré muy simplemente, ganamos la elección. Elecciones tienen consecuencias. Tenemos el Senado. Tenemos la Casa Blanca, y tenemos una candidata fenomenal, respectada por todos. Mayor, mayor académica, uh, buena en todos los sentidos. Buena en todos los sentidos. De hecho, uh, algunos de sus más grandes patrocinadores son personas muy liberales de Notre Dame y otros lugares. Entonces pienso que será fantástica. Tenemos mucho tiempo, uh, aún si lo hiciéramos después de las elecciones en sí mismo. Yo tengo mucho tiempo después de la elección, como tú sabes. Entonces yo pienso que, uh, ella será espectacular. Ella va a ser ta, tan buena como cualquier persona que ha servido en la Corte. Realmente sentimos eso. Uh, tenemos un profesor de Notre Dame, muy respetado por todos, dice que ella es de las mejores estudiantes que él ha tenido. Él ha sido un profesor por mucho tiempo en un colegio excelente y, uh, solo tenemos, uh, ganamos la elección, y por eso tenemos el derecho de escogerla, y pocas personas, aun sabiendo dirían lo contrario. Y, por cierto, los Demócratas, ni pensarán en no hacerlo. Si ellos tuvieran, la única diferencia es que ellos tratarán de hacerlo más rápido. No hay manera que se dejaran por vencido. Ellos tenían Merrick Garland, pero el problema es, ellos no tenían la elección, entonces fueron parados, y probablemente eso pasara en reverso también. Definitivamente pasará en reverso. Entonces ganamos la elección, y tenemos el derecho a hacerlo, Chris.  ",4.1832,4.2211,-0.0378999999999996,0.0378999999999996
JOE BIDEN,en,D,"Well, first of all, um, thank you for doing this, and –","Bueno, antes que nada, um, gracias por hacer esto, y –",4.524,4.2588,0.2652000000000001,-0.2652000000000001
DONALD TRUMP,en,R,Thank you.,Gracias.,4.3314,4.2254,0.10600000000000076,-0.10600000000000076
JOE BIDEN,en,D,"Looking forward to this, Mr. President.","Esperando por esto, Señor Presidente. ",4.3195,4.0204,0.29909999999999926,-0.29909999999999926
DONALD TRUMP,en,R,"Thank you, Joe.","Gracias, Joe. ",4.305,4.0697,0.23529999999999962,-0.23529999999999962
JOE BIDEN,en,D,"I, uh – the American people have a right to have a say in who the Supreme Court nominee is, and that say occurs when they vote for, A) United States Senators, and when they vote for the President of the United States.  They're not going to get that chance now, because we're in the middle of an election already.  The election has already started.  Tens of thousands of people have already voted, and, so the thing that should happen is we should wait.  We should wait and see what the outcome of this election is, because that's the only way the American people get to express their view is by who they elect as President and who they elect as Vice President.  Now, what's at stake here is the President has made it clear he wants to get rid of the Affordable Care Act.  He's been running on that.  He ran on that, and he's been governing on that.  He's in the Supreme Court right now trying to get rid of, uh, the, the Affordable Care Act, which, uh, will strip 20 million people from having insurance, health insurance now, if it, if they, if it goes into Court.  And, and, uh, the Justice – and I have nothing, I'm not opposed to the Justice, because she seems like a very fine person.  What she's written before she went on the bench, which is her right, is she thinks that the Affordable Care Act is not constitutional.  The other thing that's on the Court – and if, if, and if it's struck down, what happens?  Women's rights are fundamentally changed.  Once again, a woman could be held, pay more money because she has a preexisting condition of pregnancy.  We're able to, uh, they're able to charge a woman more for the same exact procedure a man did – gets.  And that ended when we, in fact, passed the Affordable Care Act.  And there's a hundred million people that have preexisting conditions, and they'll be taken away as well.  Those preexisting conditions, the insurance companies are going to love this.  And, so, it's just not appropriate to do this before this election.  If he wins the election and the Senate is Democrat or Republican, then it – he goes forward.  If not, we should wait until February.","Yo, uh – el pueblo estadounidense tiene el derecho de opinar en quien el candidato a la Corte Suprema es, y esa opinión ocurre cuando votan por A) senadores de los Estados Unidos, y cuando votan por el presidente de los Estados Unidos. No van a tener ese chance ahora mismo, porque ya estamos en el medio de una elección. Ya ha comenzado la elección. Decenas de miles de personas ya han votado, y, entonces lo que debe pasar es que debemos esperar. Debemos esperar y ver que el resultado de esta elección, porque la única manera que el pueblo estadounidense puede expresar sus opiniones es a través de quien eligen ser el Presidente y quien eligen ser en Vicepresidente. Ahora, lo que está en riesgo aquí es que el Presidente ha sido claro que él quiere deshacerse del Affordable Care Act. Ha sido una promesa electoral. El hizo esa promesa electoral, y él lo ha mantenido. Él está en la Corte Suprema ahorita tratando de deshacerse del, uh, del, del Affordable Care Act, que, uh, sacará a 20 millones de personas de tener seguro, seguro médico ahora, si el, si ellos, si eso va a la Corte. Y, y, uh, la Jueza – y no tengo nada, no estoy opuesto a la Jueza, porque ella parece ser una buena persona. Lo que ella ha escrito antes que ella fue a la magistratura, que es su derecho, es que ella piensa que el Affordable Care Act no es constitucional. La otra cosa que está en la Corte – y si, si, y si es derogado ¿qué pasa? Los derechos de las mujeres son fundamentalmente cambiados. Nuevamente, una mujer pudiera ser, pagar más dinero porque ella tiene la condición preexistente de embarazo. Podemos, uh, pueden cobrarle más a una mujer por el mismo procedimiento que un hombre – recibe. Y eso termino cuando nosotros, de hecho, pasamos el Affordable Care Act. Y hay cien millones de personas que tiene condiciones preexistentes, y a ellos se lo quitaran también. Esas condiciones preexistentes, las empresas de seguros lo amaran. Y, entonces, no es nada adecuado hacer esto antes de una elección. Si el gana la elección y el Senado es Demócrata or Republicano, entonces el – él puede seguir adelante. Si no, debemos esperar hasta febrero. ",2.464,2.4497,0.01429999999999998,-0.01429999999999998
DONALD TRUMP,en,R,"There aren't a hundred million people with preexisting conditions.  As far as a say is concerned, the people already had their say.  They – okay, Justice Ginsburg said very powerfully, very strongly, at some point, 10 years ago or so, she said a President and the Senate is elected for a period of time.  But a President is elected for 4 years.  We're not elected for 3 years.  I'm not elected for 3 years.  So, we have the Senate.  We have a President.","No hay cien millones de personas con condiciones preexistentes. Por lo que a mí respecta, le gente ya expreso su opinión. Ellos – okay, Jueza Ginsburg dijo con mucho poder, muy fuertemente, en algún momento, como hace 10 años, ella dijo que el Presidente y el Senado están elegidos por un periodo de tiempo. Pero un Presidente es elegido por 4 años. No somos elegidos por 3 años. Yo no soy elegido por 3 años. Entonces, tenemos el Senado. Tenemos el Presidente. ",2.5065,2.37,0.13649999999999984,-0.13649999999999984
JOE BIDEN,en,D,He's elected until the next election.,Él está elegido hasta la próxima elección. ,3.1486,3.8947,-0.7460999999999998,0.7460999999999998
DONALD TRUMP,en,R,"During that period of time, during that period of time, we have an opening.  I'm not elected for 3 years.  I'm elected for 4 years.  And the hundred million people –","Durante ese periodo de tiempo, durante el periodo de tiempo, tenemos una abertura. No soy elegido por 3 años. Yo soy elegido por 4 años. Y las cien millones de personas –  ",3.3914,2.9688,0.4226000000000001,-0.4226000000000001
JOE BIDEN,en,D,The election has already started.,La elección ya ha comenzado. ,3.5463,3.9833,-0.43699999999999983,0.43699999999999983
DONALD TRUMP,en,R,"Joe, the hundred million people is totally wrong.  I don't know where you got that number.  The bigger problem that you have is that you're going to extinguish 180 million people with their private healthcare that they're very happy with.","Joe, las cien millones de personas es totalmente incorrecto. No sé de dónde sacaste ese número. El problema más grande que tienes es que vas a terminar con la asistencia médica privada de 180 millones de personas que están felices con él. ",1.5306,1.3093,0.22130000000000005,-0.22130000000000005
JOE BIDEN,en,D,That's simply not true.,Eso simplemente no es verdad. ,2.0292,1.7034,0.32579999999999987,-0.32579999999999987
DONALD TRUMP,en,R,"Well, you're certainly going to socialist, you're going to socialist medicine.","Bueno, definitivamente vas a socialista, vas a medicina socialista. ",2.296,3.5587,-1.2627000000000002,1.2627000000000002
JOE BIDEN,en,D,Open discussions.,Discusiones abiertas. ,4.0159,2.5138,1.5021000000000004,-1.5021000000000004
JOE BIDEN,en,D,"Number one, uh, he, he knows that, uh, what I proposed.  What I proposed is that, uh, we expand Obamacare, and we increase it.  We do not wipe any – and one of the big debates we had with 23 of my colleagues trying to win the nomination that I won were saying that Biden wanted to allow people to have private insurance still.  They can.  They do.  They will, under my proposal.","Número uno, uh, el, él sabe que, uh, lo que yo propuse. Lo que yo propuse es que, uh, expandimos Obamacare, y lo aumentamos. No borramos ningún – y uno de los grandes debates que tuvimos con 23 de mis colegas tratando de ganar la nominación que yo gano estaban diciendo que Biden quería permitir que la gente tuviera seguro privado todavía. Pueden. Lo hacen. Podrán, con mi propuesta. ",3.0156,3.735,-0.7193999999999998,0.7193999999999998
DONALD TRUMP,en,R,That's not what you've said – ,Eso no es lo que has dicho –,2.1044,1.7684,0.3360000000000001,-0.3360000000000001
JOE BIDEN,en,D,But that is –,Pero eso es –,2.8147,2.8322,-0.017499999999999627,0.017499999999999627
DONALD TRUMP,en,R,– and it's not what your party has said.,– y eso no es lo que ha dicho tu partido. ,1.8564,1.7048,0.15159999999999996,-0.15159999999999996
JOE BIDEN,en,D,That is simply a lie.,Eso es simplemente una mentira. ,1.8629,1.4604,0.4025000000000001,-0.4025000000000001
DONALD TRUMP,en,R,Your party doesn't say it.,Tu partido no lo dice. ,2.0075,1.4536,0.5538999999999998,-0.5538999999999998
JOE BIDEN,en,D,That is – ,Eso es –,2.686,2.7993,-0.11330000000000018,0.11330000000000018
DONALD TRUMP,en,R,Your party wants to go socialist medicine –,Tu partido quiere ir medicina socialista –,2.774,2.6555,0.11850000000000005,-0.11850000000000005
JOE BIDEN,en,D,My party is me.,Yo soy mi partido.,4.3391,4.0075,0.3315999999999999,-0.3315999999999999
DONALD TRUMP,en,R,– and socialist healthcare.,– y asistencia médica socialista. ,3.8316,3.8322,-0.0005999999999999339,0.0005999999999999339
JOE BIDEN,en,D,"Right now, I am the Democratic Party.","Justo ahora, yo soy el partido Demócrata. ",3.8977,3.5219,0.3757999999999999,-0.3757999999999999
DONALD TRUMP,en,R,"And they're going to dominate you, Joe.  You know that.",Y te van a dominar Joe. Tú sabes eso. ,4.1998,4.3692,-0.16940000000000044,0.16940000000000044
JOE BIDEN,en,D,"I am the Democratic Party, right now.  The platform of the Democratic Party is –","Yo soy el partido Demócrata, justo ahora. La plataforma del partido Demócrata es –",3.7211,3.6211,0.09999999999999964,-0.09999999999999964
DONALD TRUMP,en,R,Not according to Harris.,Según Harris no. ,1.7748,1.8984,-0.12360000000000015,0.12360000000000015
JOE BIDEN,en,D,"– what I, in fact, approved of.  What I approved of.  Now, here's the deal.  The deal is that it's going to wipe out preexisting conditions.  And, by the way, the 20, the 200 million, the 200,000 people that have died on his watch, they are – how many of those, uh, have survived?  Well, there's 7,000,000 people that have contracted COVID.  What does it mean for them going forward if you strike down the Affordable Care Act and – ","– lo que yo, de hecho, aprobé de. Lo que yo aprobé de. Ahora, este es el trato. El trato es que vamos a borrar condiciones preexistentes. Y, por cierto, los 20, los 20 millones, los 200,000 de personas que han muerto bajo su guardia, son – ¿cuántos de ellos, uh, han sobrevivido? Bueno, hay 700,000,000 personas que han contratado COVID. ¿Qué significa eso para ellos ahora en adelante si tu derogas el Affordable Care Act y –",2.7294,3.2673,-0.5379,0.5379
